text,intents
"If my balance does not get updated after a bank transfer, I would like to request an update on my account balance.",balance_not_updated_after_bank_transfer
"""I noticed that my balance has not been updated after the bank transfer. Can you please look into it and ensure that my balance reflects the transferred funds?",balance_not_updated_after_bank_transfer
"If my balance does not update after making a bank transfer, I need to notify the bank.",balance_not_updated_after_bank_transfer
"If my balance does not reflect the bank transfer, I would like to resolve this discrepancy.",balance_not_updated_after_bank_transfer
 My balance is not updated after making a bank transfer.,balance_not_updated_after_bank_transfer
The balance has not been updated after I made a bank transfer.,balance_not_updated_after_bank_transfer
There seems to be a discrepancy in my balance after the bank transfer.,balance_not_updated_after_bank_transfer
I need to request a balance update after my bank transfer.,balance_not_updated_after_bank_transfer
This bank transfer has not been updated to reflect the balance.,balance_not_updated_after_bank_transfer
I noticed that my balance has not been updated after the bank transfer.,balance_not_updated_after_bank_transfer
I noticed that my account balance hasn't been updated after the bank transfer. Could you please look into this and ensure the balance reflects the transfer?,balance_not_updated_after_bank_transfer
Please update my balance to reflect the bank transfer I made.,balance_not_updated_after_bank_transfer
Please ensure that my balance is properly updated after the bank transfer.,balance_not_updated_after_bank_transfer
I noticed that my balance is not updated after the bank transfer.,balance_not_updated_after_bank_transfer
I need to update my balance after making a bank transfer.,balance_not_updated_after_bank_transfer
I noticed that my balance has not been updated after the bank transfer.,balance_not_updated_after_bank_transfer
I noticed that my balance has not been updated after making a bank transfer.,balance_not_updated_after_bank_transfer
I believe my balance is not reflecting the recent bank transfer I made.,balance_not_updated_after_bank_transfer
There seems to be a discrepancy with my account balance after making a bank transfer.,balance_not_updated_after_bank_transfer
"Excuse me, my balance does not seem to have been updated after I made a bank transfer.",balance_not_updated_after_bank_transfer
I would like to request a balance update following a bank transfer.,balance_not_updated_after_bank_transfer
I noticed that my balance has not been updated after the bank transfer. Could you please look into this and rectify the discrepancy?,balance_not_updated_after_bank_transfer
"If my balance does not update after making a bank transfer, I will report the issue to the bank and inquire about the unprocessed transaction.",balance_not_updated_after_bank_transfer
"I have transferred money to my bank account, but my balance has not been updated.",balance_not_updated_after_bank_transfer
I have noticed that my balance is not updated after making a bank transfer.,balance_not_updated_after_bank_transfer
Why is my account balance not reflecting the recent bank transfer?,balance_not_updated_after_bank_transfer
I've noticed a discrepancy in my balance after a recent bank transfer. Could you please look into it?,balance_not_updated_after_bank_transfer
I noticed that my balance has not been updated after making a bank transfer.,balance_not_updated_after_bank_transfer
I've made a bank transfer but my balance hasn't been updated.,balance_not_updated_after_bank_transfer
I have noticed that my balance has not been updated after the bank transfer.,balance_not_updated_after_bank_transfer
I noticed that my balance has not been updated after making a bank transfer.,balance_not_updated_after_bank_transfer
"If the balance does not reflect the bank transfer, I would like to bring it to your attention.",balance_not_updated_after_bank_transfer
There seems to be an issue with my bank transfer as my account balance doesn't reflect the recent transaction.,balance_not_updated_after_bank_transfer
"I am sorry, but I don't have enough information to provide an appropriate response. Can you please clarify your question about balancing?",balance_not_updated_after_bank_transfer
"If my balance does not reflect the bank transfer, I would like to inquire about any possible discrepancy or delay.",balance_not_updated_after_bank_transfer
"If my balance is not updated after a bank transfer, I would like to report the issue and inquire about the status of the transaction.",balance_not_updated_after_bank_transfer
"If the balance does not update after a bank transfer, I need assistance resolving the issue.",balance_not_updated_after_bank_transfer
I don't recognize this cash withdrawal.,cash_withdrawal_not_recognised
I would like to dispute a cash withdrawal that is not recognized.,cash_withdrawal_not_recognised
I want a cash withdrawal not recognized.,cash_withdrawal_not_recognised
I don't recognize this cash withdrawal in my account.,cash_withdrawal_not_recognised
I did not authorize or make this cash withdrawal.,cash_withdrawal_not_recognised
"If I want to have a cash withdrawal that is not recognized, I would say:",cash_withdrawal_not_recognised
I would like to report an unrecognized cash withdrawal.,cash_withdrawal_not_recognised
I need assistance with processing a cash withdrawal that does not seem to be recognized.,cash_withdrawal_not_recognised
I do not recognize this cash withdrawal transaction.,cash_withdrawal_not_recognised
I fail to recognize this cash withdrawal.,cash_withdrawal_not_recognised
I don't recognize this cash withdrawal.,cash_withdrawal_not_recognised
There seems to be an unrecognized cash withdrawal on my account.,cash_withdrawal_not_recognised
I do not recognize this cash withdrawal transaction on my account.,cash_withdrawal_not_recognised
Please reverse the unrecognized cash withdrawal.,cash_withdrawal_not_recognised
I have a withdrawal transaction that I do not recall making which needs to be investigated.,cash_withdrawal_not_recognised
I don't see a record of the cash withdrawal.,cash_withdrawal_not_recognised
I would like to dispute a cash withdrawal that I do not recognize.,cash_withdrawal_not_recognised
I would like to report an unrecognized cash withdrawal.,cash_withdrawal_not_recognised
"If I want to withdrawal and have it not recognized, I comprehend that my statement balance will reflect differently or inaccurately.",cash_withdrawal_not_recognised
I want the cash withdrawal not recognized.,cash_withdrawal_not_recognised
I'd like to dispute this cash withdrawal.,cash_withdrawal_not_recognised
I did not make a cash withdrawal.,cash_withdrawal_not_recognised
I don't recognize this cash withdrawal.,cash_withdrawal_not_recognised
I want to dispute a cash withdrawal transaction that I don't recognize.,cash_withdrawal_not_recognised
Unauthorized cash withdrawal,cash_withdrawal_not_recognised
I would like to deny or dispute the cash withdrawal that was made.,cash_withdrawal_not_recognised
